OBJECTID,ROUTE ID,BEGIN MILE,END MILE,BEGIN REFERENCE POINT,END REFERENCE POINT,DEPARTMENTAL ROUTE,ROUTE NAME,SIGNED ROUTE,SYSTEM,FUNCTIONAL CLASS,ROUTE CATEGORY,STATE MAINTAINED,MAINTENANCE SECTION,STATE RESPONSIBLE,SURFACE TYPE,SURFACE WIDTH,THROUGH LANES,SPEED LIMIT,DIVIDED,ONE WAY,COINCIDENT,SEASONAL,CITY,URBAN AREA,MPO,RESERVATION,NATIONAL PARK,COUNTY,MAINTENANCE DIVISION,FINANCIAL DISTRICT,ADMINISTRATIVE DISTRICT,JUNCTION DESCRIPTION,DESCRIPTION,RECORD LENGTH (MI),CENTERLINE MILEAGE,Shape__Length
65,C000001A,55.5847,56.6427,055+0.6223,056+0.6777,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,39,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,1.058,1.058,2551.66388162654
66,C000001A,56.6427,56.9664,056+0.6777,057+0.0042,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,31,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.323700000000002,0.323700000000002,780.722553689432
67,C000001A,56.9664,57.4163,057+0.0042,057+0.4542,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.4499,0.4499,1084.38524851019
68,C000001A,57.4163,65.5589,057+0.4542,065+0.5825,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,43,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,8.14259999999999,8.14259999999999,19595.6293422254
69,C000001A,65.5589,67.6438,065+0.5825,067+0.6657,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,32,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,2.0849,2.0849,5008.98671200857
70,C000001A,67.6438,68.8071,067+0.6657,068+0.8082,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,45,3,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,BEGIN 3 LANES/SURFACE WIDTH CHANGE,1.16330000000001,1.16330000000001,2792.18330384704
71,C000001A,68.8071,68.9424,068+0.8082,068+0.9435,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,30,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,BEGIN 2 LANES/SURFACE WIDTH CHANGE,0.135300000000001,0.135300000000001,324.69207431658
72,C000001A,68.9424,69.0128,068+0.9435,068+1.0139,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.0703999999999922,0.0703999999999922,168.581588043258
73,C000001A,69.0128,75.4744,068+1.0139,075+0.4762,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,6.4616,6.4616,15552.2281591192
74,C000001A,75.4744,77.0731,075+0.4762,077+0.0756,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,1.59869999999999,1.59869999999999,3846.63119216062
75,C000001A,77.0731,77.239,077+0.0756,077+0.2416,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,46,3,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,BEGIN 3 LANES/SURFACE WIDTH CHANGE,0.165900000000008,0.165900000000008,398.972197146394
76,C000001A,77.239,80.3113,077+0.2416,080+0.3040,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,LINCOLN,KALISPELL,MISSOULA,MISSOULA,,BEGIN 2 LANES/SURFACE WIDTH CHANGE,3.0723,3.0723,7379.33889243775
77,C000001A,80.3113,80.8059,080+0.3040,080+0.7986,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,40,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,LV LINCOLN CO/ENT FLATHEAD CO,0.494599999999991,0.494599999999991,1188.75691807288
78,C000001A,80.8059,81.2414,080+0.7986,081+0.3307,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,30,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.435500000000005,0.435500000000005,1043.51497792241
79,C000001A,81.2414,89.0326,081+0.3307,089+0.0982,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1213,Yes,Asphalt,30,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT S-556 (THOMPSON RIVER RD),AADT CHANGE/JCT S-556 (THOMPSON RIVER RD),7.7912,7.7912,18710.0837801559
80,C000001A,89.0326,89.502,089+0.0982,089+0.5676,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,30,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,LV MAINT SECT 1213/ENT MAINT SECT 1201,0.469399999999993,0.469399999999993,1129.20309448274
81,C000001A,89.502,91.1623,089+0.5676,091+0.2612,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,26,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,1.66030000000001,1.66030000000001,3989.52639525516
82,C000001A,91.1623,100.5359,091+0.2612,100+0.6030,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,24,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,9.3736,9.3736,22557.0313011225
83,C000001A,100.5359,103.2391,100+0.6030,103+0.3152,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,24,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,2.7032,2.7032,6502.55564146363
84,C000001A,103.2391,109.818,103+0.3152,109+0.9077,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,26,2,70,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,6.5789,6.5789,15827.2152741301
85,C000001A,109.818,111.7512,109+0.9077,111+0.8556,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,26,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 60 MPH SPEED LIMIT,1.9332,1.9332,4658.06848533632
86,C000001A,111.7512,111.8169,111+0.8556,111+0.9213,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,26,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.0657000000000068,0.0657000000000068,158.594979888128
87,C000001A,111.8169,111.9859,111+0.9213,112+0.0933,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.168999999999997,0.168999999999997,408.081645837342
88,C000001A,111.9859,112.262,112+0.0933,112+0.3694,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,28,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.2761,0.2761,666.223143089262
89,C000001A,112.262,113.6322,112+0.3694,113+0.6795,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,1.3702,1.3702,3306.44023142362
90,C000001A,113.6322,114.826,113+0.6795,114+0.9031,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,54,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,1.1938,1.1938,2882.5745771115
91,C000001A,114.826,115.0941,114+0.9031,115+0.1599,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,60,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.268100000000004,0.268100000000004,647.554602053627
92,C000001A,115.0941,115.2556,115+0.1599,115+0.3215,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,45,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.161500000000004,0.161500000000004,390.108659775063
93,C000001A,115.2556,115.2861,115+0.3215,115+0.3519,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,45,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.0305000000000035,0.0305000000000035,73.4543069844678
94,C000001A,115.2861,117.7501,115+0.3519,117+0.7989,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,55,,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 55 MPH SPEED LIMIT,2.464,2.464,5943.2104967758
95,C000001A,117.7501,118.0256,117+0.7989,118+0.0603,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,34,2,55,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE/BEGIN DIVIDED ROADWAY,0.275499999999994,0.275499999999994,664.372157025499
96,C000001A,118.0256,118.1495,118+0.0603,118+0.1843,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,34,2,55,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,ENT KALISPELL URBAN AREA,0.123900000000006,0.123900000000006,298.454932383734
97,C000001A,118.1495,118.7684,118+0.1843,118+0.8031,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,55,,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE/END DIVIDED ROADWAY,0.618899999999996,0.618899999999996,1490.98599409294
98,C000001A,118.7684,119.166,118+0.8031,119+0.1890,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,32,2,45,,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.397599999999997,0.397599999999997,956.736598553039
99,C000001A,119.166,119.181,119+0.1890,119+0.2039,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,54,2,45,,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.0150000000000006,0.0150000000000006,36.0639895689972
100,C000001A,119.181,119.5057,119+0.2039,119+0.5286,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,54,2,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN DIVIDED ROADWAY,0.324700000000007,0.324700000000007,782.602684274845
101,C000001A,119.5057,119.5539,119+0.5286,119+0.5769,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,80,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN CONCRETE SURFACE/BEGIN 4 LANES/SURFACE WIDTH CHANGE,0.0481999999999942,0.0481999999999942,116.32842182008
102,C000001A,119.5539,119.5896,119+0.5769,119+0.6125,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,80,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,"JCT ON RAMP TO N-109 (KALISPELL ALT RTE)
","JCT ON RAMP TO N-109 (KALISPELL ALT RTE)
",0.0357000000000056,0.0357000000000056,86.0120439653171
103,C000001A,119.5896,119.6153,119+0.6125,119+0.6382,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,80,4,45,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,ENT KALISPELL CITY LIMITS,0.0257000000000005,0.0257000000000005,61.8203769724785
104,C000001A,119.6153,119.7284,119+0.6382,119+0.7513,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,80,4,45,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.113099999999989,0.113099999999989,272.966611828234
105,C000001A,119.7284,119.7324,119+0.7513,119+0.7553,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,80,4,35,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 35 MPH SPEED LIMIT,0.00400000000000489,0.00400000000000489,9.67689951016763
106,C000001A,119.7324,120.1032,119+0.7553,120+0.1124,N-1A,,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,80,4,35,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN ASPHALT SURFACE,0.370800000000003,0.370800000000003,894.362177784917
107,C000001A,120.1032,120.3186,120+0.1124,120+0.3278,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,84,4,35,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6701/U-6713(MERIDIAN RD),ENT IDAHO ST/BEGIN CONCRETE SURFACE/SURFACE WIDTH CHANGE/AADT CHANGE/JCT U-6701/U-6713(MERIDIAN RD),0.215400000000002,0.215400000000002,519.392716027935
108,C000001A,120.3186,120.3455,120+0.3278,120+0.3547,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,84,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 25 MPH SPEED LIMIT,0.0268999999999977,0.0268999999999977,64.6798288392764
109,C000001A,120.3455,120.4724,120+0.3547,120+0.4816,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.126899999999992,0.126899999999992,306.123379651081
110,C000001A,120.4724,120.6775,120+0.4816,120+0.6867,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6721(5TH AVE WN),AADT CHANGE/JCT U-6721(5TH AVE WN),0.205100000000002,0.205100000000002,494.46111453438
111,C000001A,120.6775,120.8262,120+0.6867,120+0.8354,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.148700000000005,0.148700000000005,358.550771183022
112,C000001A,120.8262,120.8952,120+0.8354,120+0.9044,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT N-5(MAIN ST),AADT CHANGE/JCT N-5(MAIN ST),0.0690000000000026,0.0690000000000026,166.514867278405
113,C000001A,120.8952,121.0352,120+0.9044,121+0.1341,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6723(1ST AVE EN),JCT U-6723(1ST AVE EN),0.140000000000001,0.140000000000001,337.71623519206
114,C000001A,121.0352,121.103,121+0.1341,121+0.2018,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6724(3RD AVE EN),AADT CHANGE/JCT U-6724(3RD AVE EN),0.0677999999999912,0.0677999999999912,163.366932104827
115,C000001A,121.103,121.3117,121+0.2018,121+0.4106,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6725(4TH AVE EN),JCT U-6725(4TH AVE EN),0.208700000000007,0.208700000000007,503.36234372781
116,C000001A,121.3117,121.3316,121+0.4106,121+0.4304,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,25,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6728(7TH AVE EN),AADT CHANGE/JCT U-6728(7TH AVE EN),0.0198999999999927,0.0198999999999927,47.9495797817298
117,C000001A,121.3316,121.3754,121+0.4304,121+0.4742,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Concrete,65,4,35,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 35 MPH SPEED LIMIT,0.0438000000000045,0.0438000000000045,105.518958101549
118,C000001A,121.3754,121.49,121+0.4742,121+0.5888,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,61,4,35,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN ASPHALT SURFACE/SURFACE WIDTH CHANGE,0.114599999999996,0.114599999999996,276.035214921086
119,C000001A,121.49,121.516,121+0.5888,121+0.6148,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,61,4,45,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 45 MPH SPEED LIMIT,0.0260000000000105,0.0260000000000105,62.5393172148936
120,C000001A,121.516,121.5355,121+0.6148,121+0.6343,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,54,4,45,Yes,,,,Kalispell,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.0194999999999936,0.0194999999999936,46.9747387999086
121,C000001A,121.5355,121.6457,121+0.6343,121+0.7445,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,54,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,LV KALISPELL CITY LIMITS,0.110200000000006,0.110200000000006,265.63244836135
122,C000001A,121.6457,122.0254,121+0.7445,122+0.1146,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6729(FLATHEAD DR),SURFACE WIDTH CHANGE/AADT CHANGE/JCT U-6729(FLATHEAD DR),0.3797,0.3797,917.184302976544
123,C000001A,122.0254,122.4026,122+0.1146,122+0.4918,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.377200000000002,0.377200000000002,909.103901931659
124,C000001A,122.4026,122.8346,122+0.4918,122+0.9238,N-1A,IDAHO ST,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.431999999999988,0.431999999999988,1042.35118353382
125,C000001A,122.8346,122.8384,122+0.9238,122+0.9276,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT P-52,LV IDAHO ST/ENT LASALLE RD/AADT CHANGE/JCT P-52,0.00379999999999825,0.00379999999999825,9.17458014015024
126,C000001A,122.8384,123.1485,122+0.9276,123+0.1174,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,60,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.310100000000006,0.310100000000006,750.229775982008
127,C000001A,123.1485,123.6474,123+0.1174,123+0.6162,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,60,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.498900000000006,0.498900000000006,1206.71590220266
128,C000001A,123.6474,124.083,123+0.6162,124+0.0354,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,60,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6710(EVERGREEN DR),AADT CHANGE/JCT U-6710(EVERGREEN DR),0.435599999999994,0.435599999999994,1053.97566047624
129,C000001A,124.083,124.6505,124+0.0354,124+0.6029,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,60,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.567499999999995,0.567499999999995,1373.18148399549
130,C000001A,124.6505,124.8412,124+0.6029,124+0.7936,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,60,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,JCT U-6737/U-6708(RESERVE DR),AADT CHANGE/JCT U-6737/U-6708(RESERVE DR),0.190700000000007,0.190700000000007,461.702122442031
131,C000001A,124.8412,124.8472,124+0.7936,124+0.7996,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,64,4,45,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.00600000000000023,0.00600000000000023,14.5340368641947
132,C000001A,124.8472,125.305,124+0.7996,125+0.2709,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,64,4,55,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 55 MPH SPEED LIMIT,0.457800000000006,0.457800000000006,1107.81053587788
133,C000001A,125.305,125.6692,125+0.2709,125+0.6351,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,55,Yes,,,,,Kalispell,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.364199999999997,0.364199999999997,881.27604409655
134,C000001A,125.6692,126.1445,125+0.6351,126+0.1194,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,55,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,LV KALISPELL URBAN AREA/AADT CHANGE,0.47529999999999,0.47529999999999,1150.40884420473
135,C000001A,126.1445,129.2321,126+0.1194,129+0.2552,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,76,4,65,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,BEGIN 65 MPH SPEED LIMIT,3.08760000000001,3.08760000000001,7475.80661668863
136,C000001A,129.2321,129.3835,129+0.2552,129+0.4066,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,68,4,65,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,0.151399999999995,0.151399999999995,366.814331526134
137,C000001A,129.3835,129.4065,129+0.4066,129+0.4295,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,68,4,65,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,0.0229999999999961,0.0229999999999961,55.5245865153183
138,C000001A,129.4065,131.9129,129+0.4295,131+0.9185,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,85,4,65,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,SURFACE WIDTH CHANGE,2.50640000000001,2.50640000000001,6074.48360916839
139,C000001A,131.9129,133.8862,131+0.9185,133+0.8971,N-1A,LASALLE RD,US-2,NI-NHS,3-Principal Arterial - Other,Road,Yes,1201,Yes,Asphalt,85,4,65,Yes,,,,,,,,,FLATHEAD,KALISPELL,MISSOULA,MISSOULA,,AADT CHANGE,1.97329999999999,1.97329999999999,4785.60064780719
